name,vorname,titel,ort,empfangen,gesendet
Durnhofer,Laurentius,,Nürnberg,0,1
PinslerVinslerus,Josua,,Biel,0,1
fKMi,Edmund,,J,0,1
Schwendi,Lazarus,von,tCienzkatim,0,1
Bullinger,Heinrich,,Z iirich,0,1
DesGallara,Nicolas,,Genf,0,1
A,s.n.,,Pgrnaxius Leonhart,0,1
Jalis,Friedrich,von,Samaden,0,1
laliinger,Heinrich,,Zürich,0,1
Haller,Johannes,,B ra,0,1
Si,l Blehard,,London,0,1
i.,i er,,egensburg,0,1
WoMa.,s.n.,,Chur,0,1
lullinger,Hans Rudolf,,Berg am Irchel,0,1
Atmender,s.n.,,Orv nj zu WtHojUin A,0,1
Y,s.n.,,Rppuotaweiler,0,1
UlBer,Johann lonrad,,Schaffhausen,0,1
Festenberger,Georg,,s.l.,0,1
SMk,Mathiae,,Augsburg,0,1
lcPel,schwiler Margareta,,Rheinfelden,0,1
Hospinian,Johannes,,asel,0,1
Des,Gallars Nicolas,,s.l.,0,1
Braaburg,Paul,,CVo rwtrv A,0,1
Sylvio,Bartolomeo,,Sondrio,0,1
lullinger,Heinrink,,Zurick,0,1
Ulaer,Jehann Kenrad,,Schaffhansen,0,1
esfpnan,Jehannes,,Basel,0,1
Zeitung,s.n.,,s.l.,0,1
Sullinger,Heinrich,,Zürich,0,1
er,Laureatius,,s.l.,0,1
von,Rappoltstein,,Rappoltst einRappolt sweiler,0,1
Rappoltsweiler,A nnaV,von,C yyiJ,0,1
von,Rappoltstein Anna Ale,,Rappolt sweilerScIi,0,1
Thoman,Heinrich,,s.l.,0,1
bretius,Christoph,,s.l.,0,1
Erastms,Thafeft,,VWVXjU,0,1
Stetten,Georg,von,Augurature,0,1
lechlin,Johann,,s.l.,0,1
c,e,,Neue Zeitung,0,1
Bechlin,Johannes,,Grönenbach,0,1
Bnllinger,Heinriek,,Züriek,0,1
Pappemheim,Philipp m,,s.l.,0,1
Limer,Harns,,St. Gallem,0,1
Steiger,Harns,,s.l.,0,1
Mysukoweki,Stanislaus,,s.l.,0,1
Thretius,Cfcsteph,,Krakau,0,1
Imllimger,Heimrieh,,Zürieh,0,1
TuUirx,j r,,s.l.,0,1
Stuart,Guillaume sieur,,Basel,0,1
StMalier,Prediger,,Hand Kesslers,0,1
,,Geistliche,StGallen,0,1
Toann,Gregor,,Heidelberg,0,1
uslLts,s.n.,,s.l.,0,1
j,Bullinger Heinrich,,Zürich,0,1
Jewel,John,,s.l.,0,1
Herdenius,HelfriSl,,Marburg,0,1
Limer,ams,,St. Gallen,0,1
Bäldi,Joachim,,uwemeehmheaimmiwel,0,1
Cox,Eivhard,,Ely,0,1
LinerHans,s.n.,,St. allen,0,1
aft,s.n.,,Basel,0,1
Pilkington,James,,r,0,1
E.f,A JW,,s.l.,0,1
Egli,Tobias,,ch MT,0,1
Butler,Heinrich,,Augsburg,0,1
W,Tobias,,Chur,0,1
Grindal,Edannd,,s.l.,0,1
Erastas,Thomas,,s.l.,0,1
ffijjl,naiiB Samuel,,s.l.,0,1
rü,Li,,appQtweiler,0,1
Haller,Hohannes,,Bern,0,1
Edikt,St.Germain en,von,vgl. Nr. ,0,1
Egli,Tobias,,Fideris,0,1
Bullinger,Heinrich jun,,Gappel,0,1
Ruinelfa,todratc,,Chur,0,1
Löwenklau,Johannes,,Basel LenneUviutJ,0,1
Haller,Wolf,,Rjegensburg,0,1
Hugjp,Johannes jl,,Glarus,0,1
..,...,,von,0,1
a.,s.n.,,St. Gallen,0,1
lohensax,Johann Philipp,,Heidelberg,0,1
Dümhof,er Laurentius,,s.l.,0,1
cSlLus,s e lb e rc e r,,SS,0,1
Haller,Wolfgang,,Zürich,0,2
Aus,Heilberg,de,s.l.,0,1
Bullinger,Hans Budolf,,s.l.,0,1
Win,Johann,,s.l.,0,1
Bechlin,ohannes,,Grönehbach,0,1
Nüscheler,JdgAnn Jakob,,Tübingen,0,1
i,Erastus Thomas,,s.l.,0,1
Pappenheia,Philipp wem,,s.l.,0,1
Salier,Wolf,,Regenfburg,0,1
aUait,s.n.,,fS Hlcty. ,0,1
r,j,,Bappoltweiler,0,1
Bechlin,Johannes,,s.l.,0,1
Colgnet,Mathieu dun.,,WeicleX,0,1
SvZfl,s.n.,,V,0,1
Egll,loblas,,Chur,0,1
Scheuch,Mathias,,Augsburg,0,1
aller,Wolf,,Regenburg,0,1
Bäldi,Joachim,,J,0,1
es,Gallar Hi colas,,Genf,0,1
i.,s.n.,,StGallen,0,1
Schlüsselberger,Gabriel,,Hürnberg,0,2
Bäldi,Joachim,,Amman Beide,0,1
Grwalther,Rudolf,,s.l.,0,1
Gallare,Nicolas,,Genf,0,1
ana,Budolf,,Aarwangen,0,1
..,s.n.,,St. Gallen,0,1
Bulllnger,Heinrich,,Zürich,0,2
Hufcer,Jakob,,Schaffhausen,0,1
Heehhelser,Christian,,SjeY,0,1
.fl,s.n.,,Sorsen Andres,0,1
Massarius,Hieronymus,,Basel,0,1
W,s.n.,,Terentianus ulius,0,1
Schiller,Gervasius,,Lenzburg,0,1
Beza,Theodor,,CHtlltteTT lMto,0,1
t,MouUVx,,Tübingen,0,1
Frölich,Georg,,Neuburg,0,6
Fraisse,Jean du,,Ghur,0,1
lübespine,Sebastian,de,Solothurn,0,1
Comander,Johannes und Galli,,Chur,0,1
Fraisse,s.n.,,Chur,0,1
Moulin,Charles du,,Tübingen,0,3
Gallieins,Philipp,,Chur,0,1
GifaYarolusviilhelm,s.n.,,Basel,0,1
lAübespine,Sebastian,de,Freiburg,0,1
Aübespine,Sebastian,de,Solothurn,0,4
Du,MouUV,,Tübingen,0,1
Fraisse,Jean du.,,Chur,0,1
Viret,Pierre,,Orb e,0,1
i,s.n.,,Burnus Thaddaeus,0,1
lAübespine,Sebastiah,de,Solothurn,0,1
lAübespine,Sebastian,de,C J,0,1
Bullinger,Heinrich jxin.,,s.l.,0,1
Hyperins,Andreas,,s.l.,0,1
Beniger,Michael,,Zürich,0,1
u,MouUvx,,Augsburg,0,1
Pappus,Hieronymus,,Lindau,0,2
Grtaroluiihelm,s.n.,,Basel,0,1
ti,u,,Tübingen,0,1
Fralsse,Jean du,,Chur,0,1
Du,Fraisse Jean,,Chur,0,1
Gradius,Paulus,,Chur,0,1
Te,VrfhoM,,Wien,0,1
Fejerthoy,Johannes,,Wien,0,1
GcXaU,W S,,s.l.,0,1
Venetscher,Petrus,,Hedelfingen,0,1
tu,MowUk,,Neuehburg resp. Basel,0,1
Vergerius,Petrus Paulus,,Chiaverma,0,1
bw,Moulin Charles da,,Basel,0,1
j,J jäaL e pi u,,k J,0,1
bdA,s.n.,,s.l.,0,1
Erb,Matthias,,fieichenweier,0,1
Sindiques,und Sat,,Gedf,0,1
LycoBthen.es,Konrad,,Basel,0,1
de,LAubespine Sebastien,,O tö U wfv,0,1
BullingervSSna,Bullinger,,Zürich,0,1
Bullinger,Heinrich sen.,,Zürich,0,18
Faberius,Johannes,,Lauingen,0,1
Zanchijus,Hieronymus,,Strassburg,0,1
G,llicius Philipp,,Chur,0,3
Cognatus,Cousin Gilbert,,Hozeroy Nozereth,0,1
Cognatus,Gilbert,,Nozereth,0,2
Arnold,GjabrielJ,,Neuburg,0,1
lAubespine,Sebastian,de,Solothurn,0,4
GafiusPaulus,s.n.,,Chiavenna,0,1
Lyeosthenes,Konrad,,Basel,0,1
Vermigli,Peter Martyr,,Strassburg,0,5
Niger,Franciscus,,Chiavenna,0,3
ijö,Vergerius Petrus Paulus,,Tübingen,0,1
lAubespine,Sebastian,de,Freiburg,0,1
Vermigli,Petrus Martyr,,Strassburg,0,8
Le,Gras Robert,,Solothurn,0,1
SoMn,Laelius,,Basel,0,1
JZUfikei,s.n.,,eBr j etd i,0,1
Pontisella,Johannes,,Chur,0,6
Horn,Robert,,Frankfurt,0,1
von,D.A.Scales .März,,book of Edward VI vor,0,1
..,s.n.,,Reichenweier,0,1
GeistlTC,St.Gallen,,Keller Johannes RheineckSG,0,1
Oporin,s.n.,,s.l.,0,1
..,..,,Basel,0,1
ijraiie,s.n.,,Locarno,0,1
Evangelische,Gemein,de,Locarno,0,2
Vergerio,Pier Paolo,,s.l.,0,2
Grauarolus,Wilhelm,,Basel,0,1
Vergerius,Petrus Paulus,,Baden,0,1
Farel,Wilhelm,,Neuehburg,0,1
Wilhelm,Bernhausen,von,Güttingen,0,1
Vvw.,s.n.,,Strassburg,0,1
C,lvin Johannes,,G nf,0,1
Aübespine,Sebastian,de,Baden,0,1
übespine,Sebastian,de,Solothurn,0,1
Sat,s.n.,,Strassburg,0,1
Haddon,James,,Strassburg,0,7
Zanchi,Hieronymus,,Strasshurg,0,1
Eesozzo,Antonio Mario,,Chiavenna,0,1
Bertiin,Bärtholomaeus,,Memmingen,0,1
Vergerius,Petras Paulus,,Strassburg,0,1
fcu,MeutiV,,Tübingen,0,1
Willing,Johannes,,Bavensburg,0,1
Sailer,Gereon,,Augsburg,0,26
Haller.,Johannes,,Bern,0,1
Melanchthon,Philipp,,VZ,0,1
aidner,Wolf gang,,Worms,0,1
e,s.n.,,Genf,0,1
Ruer,Jakob,,Schaffhausen,0,2
Hooper,Anne,,Frankfurt,0,3
Tergerius,Petrus Paulus,,Tübingen,0,1
Sulzer,Simon,,B sel,0,1
U,jV V U W u y VtJ. W.. V,,o. O. ,0,1
Fontisella,Johannes,,Chur,0,1
Wisanier,Bapt. Johannes,,Hamburg,0,1
Bullinger,Heinrich jun.,,Strassburg,0,2
Utenhove,Johannes,,Basel,0,1
f,s.n.,,Baden,0,1
Lasco,Johannes,,Emden,0,1
Uterihove,Jan,,Emden,0,1
Eiliger,Jakob,,Schaffhausen,0,1
Banks,John,,London,0,1
Hotman,Francois,,Strassburg,0,1
Hyperius,Andreas,,Frankfurt,0,4
Lamb,Hieronymus zum,,Frankfurt,0,5
Goodman,Christopher,,üyv,0,1
Utenhove,Johannes,,Emden,0,1
Vergerius,Petrus Paulus,,Augsburg,0,1
Absen,i,de,Locarno,0,1
i,s.n.,,Strassburg,0,1
Aubespine,Sebastian,de,Solothurn,0,1
Ulstetter,Johannes,,Reichenweier,0,1
lAubespine,Sebastian,de,i,0,1
Lever,Thomas,,Genf,0,3
Schertlin,Sebastian,,Burtenbach,0,1
Commander,Johannes und,,Chur,0,1
Socin,Laelius,,Genf,0,1
Th,fif,,s.l.,0,1
Frölich,Georg,,Lauingen,0,4
lAubespine,Sebastian,de,Fra gl ui,0,1
Cox,Richard,,Windsor,0,1
tim,cj es,,s.l.,0,1
Hospinian,Wirth Johannes,,Eaei,0,1
Märtyrer,Lyon,von,Pierre Favre Charles,0,1
Vergerio,Pier Paolo,,Chiavenna,0,1
Traheron,Bartholomew,,London,0,1
Georg,Württemberg,von,Göppingen,0,3
Mus,eau Antoine Morelet,de,Basel,0,1
Soiri.,Laelius,,Siena,0,1
Mont,Ohristopher,,Strasshurg,0,1
Haddon,James,,s.l.,0,1
Lycosthen.es,Konrad,,Basel,0,3
Sidall,Henry,,Oxford,0,1
Vermigli,Petrus artyr,,s.l.,0,1
J,aUwU,,Genf,0,1
Gratarolus,Wilhelm,,Basel,0,7
Vergerlus,Petrus Paulus,,Vicosoprano,0,1
Gomander,Johannes und,,Chur,0,1
Comander,Johannes und,,Chur,0,6
Wunderlich,Hans,,Q,0,1
Lycostenes,Konrad,,Basel,0,1
Hessen,Landgraf Philipp voi,,Ziegenhain,0,1
Gesner,Konrad,,s.l.,0,1
Besardus,iartinus,,Paris,0,1
Moulin,Charles du,,Genf,0,1
Comander,SoChannes und,,Chur,0,1
Vergerius,Petrus Paulus,,Sondrio,0,1
Kf,ri,,Chiavenna,0,1
Eycosthenes,Konrad,,Basel,0,1
Lycosthenes,Konrad,,Bpsel,0,1
ävax,FxretiJ,,xasvij,0,1
Kolb,Andreas,,r i,0,1
Lycosthenes,Konrad,,Basel,0,20
Calvin,Johannes,,Basel,0,1
Cranmer,Thomas,,Lambeth,0,1
et.,T ir,,Biel,0,1
Utenhove,Jan J,,Basel,0,1
Hedio,Kaspar,,Strassburg,0,1
Museau,Morelet,de,tä nUj,0,1
Sc,Znhjr fcnrlu,,Basel,0,1
Willock,John,,s.l.,0,1
A,AX m,,s.l.,0,1
Martinengo,Gelso,,Genf,0,1
Bernher,Augustin,,Baxterley,0,1
...,s.n.,,. . . ,0,1
Chytraeus,David,,Rostock,0,3
Hofjftiann,Marcus,,Wittenberg,0,1
Vermigli,Petrus Martyr,,Oxford,0,1
Lycosthenes,Conrad,,Basel,0,1
dedi,fcovre. a,,Tirano,0,1
Georg,Württemberg,von,Tfc fW,0,1
Absendei,s.n.,,Vicosoprano,0,1
Yergerio,Pier Paolo,,Chur,0,1
Museau,Antoine Morelet,de,Baden,0,1
Hhiner,Heinrich,,Basel,0,1
,,Geistliche,Magdeburg,0,1
Museau,Antoine Morelet,de,Basel,0,2
Museau,Morelet,de,Basel,0,1
Traber,Johannfes,,Augsburg,0,1
Haddon,James,,Richmond,0,1
Gpllicius,Philipp,,Chur,0,2
fe,s.n.,,Schaffhausen,0,1
Rüger,Jakob,,Schaffhausen,0,9
Traheron,Bartholomew,,Iöndon,0,1
Brenz,Johannes,,Tübingen,0,1
Gheke,John,,Greenwich,0,1
Ehinger,Johannes,,Neuhurg,0,1
Venetscher,Peter,,C y. . . J,0,1
Georg,Württemberg,von,Reichenweier,0,2
LycostHhenes,s.n.,,Basel,0,1
Postel.us,Wilhelm,,Basel,0,1
e,s.n.,,Bübingen,0,1
Aubespine,Sdbastien,de,Baden,0,1
J,Lycosthenes onrad,,. . . ,0,1
Fraisse,ean du,,Chur,0,1
Georg,Württemberg,von,ontbeliard l,0,1
Vergerio,Pier Paolo,,Tübingen,0,5
Travers,Johannes,,Chur,0,1
Klarer,Ambrosius,,Biel,0,2
Hüsseli,Kaspar,,St. Gallen,0,1
Bycosthenes,Konrad,,Basel,0,1
Schnöder,Peter,,Aarburg,0,1
Suier,Simon,,Basel,0,1
Acronius,Fhrysius Johannes,,Basel,0,1
Welser,Hans,,AJ vLUZsi. dieM SS,0,1
Gallioius,Philipp,,Chur,0,1
Curio,Coelius Secundus,,Chiavenna,0,2
Wisamer,Eapt. Johannes,,Hamburg,0,1
Keller,G org,,Paris,0,1
Comander,Johannes und Gal,,Chur,0,1
Liner,Hans,,Lyon,0,7
Simler,Joslas,,Tübingen,0,1
Sailer,Raphael,,Augsburg,0,4
Gallicius,Philipp,,Ghur,0,4
Grey,Jane,,s.l.,0,1
Vergerius,Petrus Paulus,,Chlavenna,0,1
Venetscher,Peter,,Hedelfingen,0,1
VAübespine,Bassefontaine,,Solothurn,0,1
zum,Lamm Hieronymus,,Frankfurt,0,1
Vergerius,Petrus Paulus,,Ghlavenna,0,1
Wolf,Kaspar,,Basel,0,1
Philipp,Landgraf,von,Marburg,0,1
Happel,Wigand,,s.l.,0,2
AWmVm,s.n.,,Genf,0,1
Vergerius,Petrus Paulus,,CMavenna,0,1
Caraccioli,Galeatfus,,Genf,0,1
Hessen,LandgrafPhilipp vo,,Marburg,0,1
Georg,Württemberg,von,Tübingen,0,1
Bürgermeister,und Eat,,Schaffhausen,0,1
Erb,Matthias,,e,0,1
Frölich,Georg,,Badeny,0,1
Besardus,Martin,,Paris,0,1
Riier,Jakob Grübel Sebastian,,Schaffhausen,0,1
Frölich,Georg,,Baden,0,1
L,Attk f fe K h A,,So U HbilTn,0,1
Zwick,Johannes,,Konstanz,0,1
Frölich,Georg,,Laulngen,0,1
Laubenberg,Hans Wilhelm,von,Baden,0,1
Seiler,Raphael,,Augsburg,0,3
Sailer,Eaphael,,Augsburg,0,1
Lycosth.en.es,Konrad,,Basel,0,1
Kuaoulus,ifelfgoag,,Sa,0,1
Bitter,Dietrich,,Speier,0,1
Freiberg,Fankraz,von,München,0,1
Du,Moulin Oharles,,Tübingen,0,1
py,s.n.,,Zl rick,0,1
a,Lasco Laski Johannes,,FrankfurtMain,0,1
Agricola,Laurentius,,Lauingen,0,3
Erb,Matthias,,Beicheaireier,0,1
Zanchi,Girolamo,,Strassburg,0,6
Erb,B,,Beichemreier,0,1
Musculus,Volfgang,,Bern,0,1
essler,Josua,,St. Gallen,0,1
Ponet,John,,Strassburg,0,2
Zanchi,Hieronymus,,Baden,0,1
t,Fr.. ...l.f,,Venedig,0,1
Büger,akob,,Schaffhausen,0,1
Schüler,Gervasius,,r,0,1
Cruciger,Felix,,Finczow,0,2
Parisotus,Petrus,,Samaden,0,2
Sozzini,Lelio,,s.l.,0,1
Lever,Thomas,,Bern,0,2
Sulzer,Simonr,,B sel,0,1
Frölich,Georg,,cn,0,1
Heyden,Johannes,,Strassburg,0,1
Hugjo,Johannes J.,,Höngg,0,1
Bbchtel,Beraardin,,Solothurn,0,1
i.,s.n.,,zü dem grossen münsteretc,0,1
PiIkington,James,,Genf,0,1
Vermigli,Peter Martyr,,Strasshurg,0,1
Usteh,Htnritti,,s.l.,0,1
Frölich,Georg,,c,0,1
Hotomannus,Franciscus,,Strasshurg,0,1
Hotman,Franz,,s,0,1
Schneeberger,Antonius,,Krakau,0,2
Bechlin,Johannes,,Neuburg,0,2
Haddon,ames,,Strassburg,0,1
Cheke,John,,Strassburg,0,1
tähuito,rfrirern cJLa Aoter,,Puschlav,0,1
Moulin,Charles du,,Mömpelgard,0,1
Geistliche,s.n.,,St. Gallen,0,2
Sulzer,Simon,,Bäsel,0,2
Frölich,Georg,,Sc. Vvltidbt eck an B rnz lv,0,1
...,s.n.,,Chur,0,2
Vermigli,Peter artyr,,Strassburg,0,2
Foxe,John,,Basel,0,6
Wolf,Johannes,,Zürich,0,4
Hotoaannus,ranciscus,,Strassburg,0,1
Lever,Thomas,,Strassburg,0,2
Hotomannus,Franciscus,,Strassburg,0,13
Brunner,Font eins Fridolin,,Glarus,0,1
Haller,Johannes,,Saanen,0,1
Hirsgarter,Matthias,,Winterthur,0,1
S,s.n.,,Basel,0,1
Horn,Robert und Chambers,,Richard,0,1
Agricola,Laurentius,,rf jyir i,0,1
ochetel,Bernardin,,Solothurn,0,1
Berauld,Eranqois,,Lausanne,0,1
Vermigli,Feter Martyr,,Strassburg,0,1
Frölich,Georg,,r,0,1
Frölich,Georg,,ohne Ort,0,1
Bullinger,Heinrich in Brugg,,i,0,1
Micronius,Martin,,Norden,0,5
Bulllnger,Heinrich jun.,,Wittenberg,0,1
tenhove,Johannes,,Norden,0,1
Zanchi,Girolamo,,Strassbure,0,1
Vergerius,Petrus Paulus,,Königsberg,0,1
Calvin,Johannes,,Gnf,0,1
Blarer,Thomas,,Gyrsberg und Kempkm. ,0,1
a,Lasco Johannes,,Jfeatlslnrag,0,1
Sulzer,Simem,,Basel,0,1
JoBTllller,Charles,,Genf,0,1
Boset,Michael,,Genf,0,1
Haller,Johamnea,,Bern,0,1
Husculus,Wolfgang,,Bern,0,1
oiK,FvxeJ,,s.l.,0,1
Coignet,Mathieu,,s.l.,0,1
Ereignisse,in Graubünn,de,ein Ammann ermordet. ,0,1
Fries,Johannes,,Zürich,0,1
Vogt,Sinprecht,,Schaffhauscn,0,1
Daaypodiu,Betrus,,Strassburg,0,1
Seiler,Baphael,,Augsburg,0,1
Finok,Konrad,,Mülhausen,0,1
X,s.n.,,Sasel,0,1
S,ulz,,Ji,0,1
Gratarolus,Wilhelm,,uael,0,1
ZanehiHieronymus,s.n.,,Strassburg,0,1
bocUM,Br,,s.l.,0,1
Frlpching,Christiana,,Bern,0,1
Frölich,G org,,Heidelberg,0,1
Travers,Johannes,,Zuos,0,1
Musculus,Wolfgang,,Barn,0,1
Parisotus,Petras,,Samaden,0,1
Malier,Johannes,,Bern,0,1
Bochetel,Bernardin,,Freiburg,0,1
Haller,Johanne,,Bern,0,1
X,s.n.,,Bern,0,1
WUn,.r,,s.l.,0,1
Neue,Zeitung,,Krakau und Leipzig rr,0,1
Salser,Simon,,Basel,0,1
Starkenburg,Nikolaus,von,Groningen,0,2
Erk,Matthias,,Reichenweier,0,1
FrölichLaetus,Georg,,Neuburg,0,1
Sampson,Thomas,,Lausanne,0,3
Lismanlnus,Franciscus,,oJ KtrpAfhe,0,1
Jonvillers,Charles,,Genf,0,2
Vitrelinus,Alexanr,de,Ivanowicz,0,1
Wisamer,Johann Baptist,,Hamburg,0,1
Frölich,Georg,,Schlachteck,0,3
UvP,h PUitigp,,L L kW Ar kVvri,0,1
Micronius,artin,,Norden,0,1
Sulzer,Sinion,,Basel,0,1
Brunner,Fonteiue Fridolin,,Glarus,0,1
Afycrfki,iaunuj licf,,Euremond,0,1
Pincier,Johannes,,Vecf,0,1
Melanchthon,Philipp,,dA,0,1
Bullinger,Heinrich jun.,,Wittenberg,0,2
Lever,Thomas,,Aarau,0,1
Horn,Robert und,,Frankfurt,0,1
Wigand,Happel,,Marburg,0,1
Blarer,Thomas,,Gyrsberg und Kemjffen,0,1
Toxites,hcCt.,,Strassburg,0,1
iäanchi,Hieronymus,,Strassburg,0,1
E,b Matthias,,Reichenweier,0,1
Brunner,Eonteius Eridolin,,Glarus,0,1
sSiler,Raphael,,Augsburg,0,1
......,s.n.,,Augsburg,0,1
Finder,Josua,,Zürich,0,1
Heller,Johannes,,Bern,0,2
Diesbach,Nikolaus,von,Lenzburg,0,1
Betreffend,die vertriebnen,,s.l.,0,1
Frölich,Georg,,Lauingen Neuburg,0,1
a,u,,s.l.,0,1
Bochetel,Bernardin,,Baden,0,1
lAubespine,Sebastien,de,Solothurn,0,2
Banks,John,,Strassburg,0,2
Garrur,s.n.,,Strassburg,0,1
Ntioulin,Charles Sa,,Mömpelgard,0,1
Hooper,John,,j,0,1
Pfister,Vincenz,,Königsfelden,0,2
Aubespine,Sebastien,de,iTreiburg,0,1
Seiler,Raphael,,s.l.,0,1
Bochetel,Bernardin,,Solothurn,0,11
Gesener,Konrad,,Zürich,0,1
jsJllP,s.n.,,Strassburg,0,1
Musculus,Wgang,,Bern,0,1
Lening,Johannes,,Melsungen,0,1
Lever,Thomas,,Frankfurt,0,1
Blarer,Ambrosius,,ftW,0,1
Sdller,Gereon,,Augsburg,0,1
Vermigli,Peter Martyr,,s.l.,0,3
Vergerius,Petrus Paulus,,Göppingen,0,1
Scheid,Matthias,,Konstanz,0,1
Wisamer,Bapt. Johannes,,Lübeck,0,1
ein,Englänr,de,s.l.,0,1
Kaufmann,Emporus Hiero,,Leutmerken,0,1
AW.v,s.n.,,Mömpelgard,0,1
M,s.n.,,Za,0,1
Zanchius,Hieronymus,,Strassburg,0,1
Absen,f,de,Chur,0,1
Vurvfcc,s.n.,,Chur,0,1
Besozz,Antonio Mario,,Chur,0,1
Besozzo,Antonio Mario,,Chur,0,1
lAubespine,Sebastian,de,Baden,0,1
Hotman,rangois,,Genf,0,1
Hyperius,Andreas,,Marburg,0,17
Waydner,Wolfgang,,Worms,0,1
Ho,oper Anne,,Frankfurt,0,1
DuMoulin,Charles da,,Tübingen,0,1
Seiler,Gereon,,Augsburg,0,3
Vergerius,Petrus Paulus,,Strassburg,0,3
Frölich,Georg,,tn,0,1
Diesbach,Nikolaus,von,Bern,0,3
Paceus,Valentin,,Viikewt,0,1
Aubespine,ebastien,de,Solothurn,0,2
Wimpfer,Georg,,Stein,0,1
Aubespine,ebastien,de,reiburg,0,1
Dunus,Thäddaeus,,Locarno,0,1
Grallicius,Philipp,,Chur,0,1
S,s.n.,,Marburg,0,1
u,s.n.,,clttVx M in,0,1
Hotmanr,Frangois,,Genf,0,1
Hotman,Frangois,,Genf,0,5
Karl,Gregorius,,s.l.,0,1
Martinengus,Celsus,,Genf,0,1
Vergerio,Pier Paolo,,Strassburg,0,1
Gadius,Paulus,,Chur,0,1
Sulzer,Simon,,Hasel,0,1
Cglvin,J ohannes,,Genf,0,1
Salkyns,William,,Strassburg,0,2
Bertiin,Barthoomaeus,,Memmingen,0,1
Bochetel,Bernardin,,s.l.,0,1
a,s.n.,,Augsburg,0,1
Calvin,ohannes,,s.l.,0,1
F,c e r,,Trour Nnj troti l,0,1
t,s.n.,,Augsburg,0,1
Seemann,Maximilian,,Augsburg,0,1
Sampson,Thomas,,Strassburg,0,4
Hospinian,Christian,,Bülach,0,1
Brunner,Fonteius Fridoli,,Glarus,0,2
Fankraz,Freiberg,von,München,0,1
Melschtin,s.n.,,s.l.,0,1
Melanchthon,Philipp,,s. . Wittenberg,0,1
Vergerius,Petrus Paulus,,Reutlingen,0,4
Morison,Richard,,Strassburg,0,1
BrunnerFonteius,Fridolin,,Glarus,0,5
Bitter,Djebrich,,Köln,0,1
Haller,Johanne s,,Bern,0,1
ttiSte,tolef,,Augsburg,0,1
Dasypodius,Petrus,,Strassburg,0,1
Venetscher,Petrus,,ifaSttAgCi,0,1
Happelus,Wigand,,Marburg,0,1
Musculus,Wolfgäng,,Bern,0,1
Waidnerus,Wolfgang,,Worms,0,1
Trüber,Primus,,Reutlingen a. aJ,0,1
Frölich,Georg,,r s,0,1
Hotman,Franz,,s.l.,0,6
Vergerius,Petrus Paulus,,eutlingen,0,1
Hotomannus,Franciscus,,Basel,0,1
Faceus,Valentinus,,Leipzig,0,1
Magius,Vincentius,,Chur,0,1
HIlinger,Heinrich sen.,,Zürich,0,1
Starkenburg,Nikolaus,von,Basel,0,1
Erb,Matthias,,Heichenwiier,0,1
Borrh.aus,Martin,,Basel,0,1
Simler,Josias,,i,0,1
Ratgeb,Hans,,Ferrara,0,1
Vergerius,Petrus Paulus,,Stuttgart,0,7
Garnerius,Johannes,,trasshurg,0,1
Adlischwiler,Hans Jakob,,Augsburg,0,1
Frölich,Georg,,Gundelfingen,0,1
als,Happel vom r,de,Hperius an HB November,0,1
Z,s.n.,,s.l.,0,1
Ottheinrich,Pfalzgraf,,Neuburg,0,1
Lupfen,Justine,von,dm Xoth,0,1
Hotomann,Franz,,s.l.,0,1
Farel,Wilhelm,,euenburg,0,1
Galliciüs,Philipp,,Chur,0,1
Becks,Dietrich,,Euremond,0,1
Ottheinrich,Pfalzgraf,,BadenBaden,0,1
Bochetel,Bemardin,,s.l.,0,1
MowU,s.n.,,Mömpelgard,0,1
Frölich,Georg,,BadenBaden,0,1
Boobejr,Johann,,Gundelfingen,0,1
Bertiin,Bartholomaeus,,Memmingen,0,1
Sechelles,s.n.,,Bern,0,1
Dlesbach,Niklaus,von,s.l.,0,1
Sigismundugust,s.n.,,König von Polen y,0,1
C,Ivin Johannes,,Genf,0,1
ftur,Je. .SecVeAlei,,Genf,0,1
a,Lasco Johannes,,Frankfurt,0,3
Ruger,Jakob,,Schaffhausen,0,4
Vermigli,Petrus Martyr,,Lambeth,0,1
Ulm,Johannes Konrad,von,Oxford,0,1
X,s.n.,,Basel,0,1
Bicher,Christophe,,Basel,0,1
Agricola,Laurentius,,Schwanden,0,1
Haller,Johannes,,em,0,3
Frölich,Georg,,s.l.,0,3
Musculus,Wolfgang,,Bern,0,80
Ulm,Johannes,von,tOxford,0,1
Farel,Wilhelm,,Neuenburg,0,8
Gast,Johanne s,,Basel,0,1
Bisher,Ambrosius,,Griessenberg,0,1
Bureher,John,,Strasshurg,0,2
Gast,Johannes,,t,0,1
Altieri,Balthasar,,K,0,1
Dryander,Franciscus,,Cambridge,0,2
Hooper,John,,Basel,0,1
Hooper,John.,,Strassburg,0,1
Yadian,Joachim,,St. Gallen,0,1
Le,s.n.,,Leyei Thomas,0,1
Hooper,John,,Mainz,0,1
Hooper,John,,Köln,0,1
Blarer,Ambrosius,,F Griessenberg,0,1
Maler,Michael,,Basel,0,2
Hooper,John,,Antwerpen,0,2
lasius,Johannes,,Chur,0,1
Stumpf,Johannes Rudolf,,Oxford,0,2
Susliga,Florili,,Basel,0,1
Curio,Coelio Secundus,,Basel,0,2
Renatus,Camillus,,hiavenna,0,1
Susliga,Florian,,Strassburg,0,1
Blarer,Thomas,,s.l.,0,2
